site,name,dateTimeUTC,humidity (%),precipitation (mm),pressure (kPa),radiation (W/m2),temperature (oC),winddirection,windspeed (m/s)
TA00216,Makerere Synoptic,2019-03-06 09:00:00,52,0,87.88,841.82,28.34,NE,0.89
TA00216,Makerere Synoptic,2019-03-06 10:00:00,52,0,87.79,595.08,28.47,NE,0.81
TA00216,Makerere Synoptic,2019-03-06 11:00:00,65,0.07,87.76,138.98,23.69,S,1.31
TA00216,Makerere Synoptic,2019-03-06 12:00:00,62,0,87.63,410.52,23.98,S,0.78
TA00216,Makerere Synoptic,2019-03-06 13:00:00,57,0,87.53,556.63,27.08,S,1.05
TA00216,Makerere Synoptic,2019-03-06 14:00:00,60,0,87.55,312.32,26.69,S,0.78
TA00216,Makerere Synoptic,2019-03-06 15:00:00,57,0,87.62,59.82,25.52,S,0.67
TA00216,Makerere Synoptic,2019-03-06 16:00:00,61,0,87.71,1.33,23.82,S,0.51
TA00216,Makerere Synoptic,2019-03-06 17:00:00,65,0,87.87,0,22.72,NE,1.08
TA00216,Makerere Synoptic,2019-03-06 18:00:00,78,0.09,87.94,0,20.39,E,1.06
TA00216,Makerere Synoptic,2019-03-06 19:00:00,88,0.82,88,0,19.21,SE,0.67
TA00216,Makerere Synoptic,2019-03-06 20:00:00,91,0,87.93,0,18.88,N,0.37
TA00216,Makerere Synoptic,2019-03-06 21:00:00,89,0.2,87.97,0,19.35,NE,0.5
TA00216,Makerere Synoptic,2019-03-06 22:00:00,94,1.02,88,0,18.84,S,0.53
TA00216,Makerere Synoptic,2019-03-06 23:00:00,96,0.95,87.97,0,18.46,SE,0.5
TA00216,Makerere Synoptic,2019-03-07 00:00:00,98,0.83,87.89,0,18.58,N,0.67
TA00216,Makerere Synoptic,2019-03-07 01:00:00,97,0.03,87.79,0,18.55,W,0.74
TA00216,Makerere Synoptic,2019-03-07 02:00:00,96,0,87.83,0,18.98,E,0.65
TA00216,Makerere Synoptic,2019-03-07 03:00:00,97,0,87.86,0.45,19.14,SE,0.39
TA00216,Makerere Synoptic,2019-03-07 04:00:00,93,0,87.9,38.57,19.56,SW,0.49
TA00216,Makerere Synoptic,2019-03-07 05:00:00,86,0,87.92,259.92,21.05,S,0.56
TA00216,Makerere Synoptic,2019-03-07 06:00:00,77,0,87.94,514.03,23.37,S,0.84
TA00216,Makerere Synoptic,2019-03-07 07:00:00,68,0,87.95,579.53,24.4,S,0.86
TA00216,Makerere Synoptic,2019-03-07 08:00:00,67,0,87.91,842.9,25.25,S,0.98
TA00216,Makerere Synoptic,2019-03-07 09:00:00,63,0,87.85,968.75,26.08,S,0.93
TA00216,Makerere Synoptic,2019-03-07 10:00:00,60,0,87.77,913.23,26.74,S,0.93
TA00216,Makerere Synoptic,2019-03-07 11:00:00,59,0,87.65,817.75,27.01,S,0.91
TA00216,Makerere Synoptic,2019-03-07 12:00:00,60,0,87.58,279.67,26.36,S,1.03
TA00216,Makerere Synoptic,2019-03-07 13:00:00,66,0,87.58,79.2,24.57,W,0.66
TA00216,Makerere Synoptic,2019-03-07 14:00:00,69,0.2,87.57,159.42,24.5,E,0.78
TA00216,Makerere Synoptic,2019-03-07 15:00:00,71,0.14,87.61,8.78,21.33,E,0.5
TA00216,Makerere Synoptic,2019-03-07 16:00:00,74,0,87.62,0.08,21.29,NE,0.3
TA00216,Makerere Synoptic,2019-03-07 17:00:00,73,0,87.69,0,21.47,NW,0.52
TA00216,Makerere Synoptic,2019-03-07 18:00:00,76,0,87.75,0,21.38,E,0.51
TA00216,Makerere Synoptic,2019-03-07 19:00:00,81,0,87.79,0,21.37,E,0.73
TA00216,Makerere Synoptic,2019-03-07 20:00:00,83,0,87.81,0,21.25,N,0.63
TA00216,Makerere Synoptic,2019-03-07 21:00:00,85,0,87.78,0,20.94,NW,0.38
TA00216,Makerere Synoptic,2019-03-07 22:00:00,86,0,87.73,0,20.71,NW,0.34
TA00216,Makerere Synoptic,2019-03-07 23:00:00,87,0,87.7,0,20.86,N,0.63
TA00216,Makerere Synoptic,2019-03-08 00:00:00,88,0,87.67,0,20.5,NE,0.72
TA00216,Makerere Synoptic,2019-03-08 01:00:00,87,0,87.67,0,20.48,N,0.44
TA00216,Makerere Synoptic,2019-03-08 02:00:00,86,0,87.68,0,20.75,NE,0.51
TA00216,Makerere Synoptic,2019-03-08 03:00:00,82,0,87.71,0.02,21.03,N,0.39
TA00216,Makerere Synoptic,2019-03-08 04:00:00,84,0,87.77,25.6,20.89,W,0.37
TA00216,Makerere Synoptic,2019-03-08 05:00:00,79,0,87.82,156.93,21.91,N,0.35
TA00216,Makerere Synoptic,2019-03-08 06:00:00,75,0,87.9,419.35,22.99,N,0.64
TA00216,Makerere Synoptic,2019-03-08 07:00:00,65,0,87.9,577.37,25.1,N,0.86
TA00216,Makerere Synoptic,2019-03-08 08:00:00,57,0,87.85,709.88,26.85,NE,0.75
TA00216,Makerere Synoptic,2019-03-08 09:00:00,52,0,87.83,720.77,27.26,NE,1
TA00216,Makerere Synoptic,2019-03-08 10:00:00,49,0,87.74,860.35,27.91,N,1.15
TA00216,Makerere Synoptic,2019-03-08 11:00:00,50,0,87.65,584.72,27.73,S,1.15
TA00216,Makerere Synoptic,2019-03-08 12:00:00,52,0,87.61,292.62,26.58,NE,0.81
TA00216,Makerere Synoptic,2019-03-08 13:00:00,45,0,87.55,355.83,27.51,NE,0.88
TA00216,Makerere Synoptic,2019-03-08 14:00:00,46,0,87.53,157.58,27.29,NE,0.86
TA00216,Makerere Synoptic,2019-03-08 15:00:00,49,0,87.56,41.73,26.1,E,0.52
TA00216,Makerere Synoptic,2019-03-08 16:00:00,52,0,87.59,1.27,24.6,N,0.22
TA00216,Makerere Synoptic,2019-03-08 17:00:00,54,0,87.6,0,23.67,N,0.28
TA00216,Makerere Synoptic,2019-03-08 18:00:00,58,0,87.64,0,22.91,N,0.2
TA00216,Makerere Synoptic,2019-03-08 19:00:00,61,0,87.72,0,22.43,E,0.25
TA00216,Makerere Synoptic,2019-03-08 20:00:00,61,0,87.72,0,22.18,W,0.22
TA00216,Makerere Synoptic,2019-03-08 21:00:00,62,0,87.72,0,21.83,SE,0.24
TA00216,Makerere Synoptic,2019-03-08 22:00:00,71,0,87.68,0,20.79,N,0.27
TA00216,Makerere Synoptic,2019-03-08 23:00:00,70,0,87.64,0,20.94,NW,0.36
TA00216,Makerere Synoptic,2019-03-09 00:00:00,68,0,87.62,0,21.18,NW,0.33
TA00216,Makerere Synoptic,2019-03-09 01:00:00,63,0,87.62,0,21.31,NW,0.45
TA00216,Makerere Synoptic,2019-03-09 02:00:00,63,0,87.65,0,21.55,NW,0.36
TA00216,Makerere Synoptic,2019-03-09 03:00:00,71,0,87.68,0.22,20.79,NW,0.32
TA00216,Makerere Synoptic,2019-03-09 04:00:00,79,0,87.75,24.2,20.49,N,0.7
TA00216,Makerere Synoptic,2019-03-09 05:00:00,77,0,87.86,227.72,21.41,N,0.8
TA00216,Makerere Synoptic,2019-03-09 06:00:00,69,0,87.9,484.62,24.6,NW,0.66
TA00216,Makerere Synoptic,2019-03-09 07:00:00,64,0,87.91,699.22,26.87,S,0.86
TA00216,Makerere Synoptic,2019-03-09 08:00:00,58,0,87.88,669.35,27.73,E,0.76
TA00216,Makerere Synoptic,2019-03-09 09:00:00,65,0,87.81,664.1,26.76,S,0.95
TA00216,Makerere Synoptic,2019-03-09 10:00:00,59,0,87.74,801.13,27.84,S,0.91
TA00216,Makerere Synoptic,2019-03-09 11:00:00,53,0,87.67,536.1,27.5,S,1.06
TA00216,Makerere Synoptic,2019-03-09 12:00:00,54,0,87.6,709.83,28.16,S,1.04
TA00216,Makerere Synoptic,2019-03-09 13:00:00,54,0,87.56,514.13,28.18,S,1.16
TA00216,Makerere Synoptic,2019-03-09 14:00:00,60,0,87.55,311.88,27.48,S,1.09
TA00216,Makerere Synoptic,2019-03-09 15:00:00,61,0,87.58,69.68,26.43,S,0.72
TA00216,Makerere Synoptic,2019-03-09 16:00:00,70,0,87.62,1.73,24.85,SW,0.36
TA00216,Makerere Synoptic,2019-03-09 17:00:00,75,0,87.67,0,24.16,W,0.36
TA00216,Makerere Synoptic,2019-03-09 18:00:00,77,0,87.72,0,23.89,W,0.45
TA00216,Makerere Synoptic,2019-03-09 19:00:00,80,0,87.74,0,23.32,NW,0.38
TA00216,Makerere Synoptic,2019-03-09 20:00:00,80,0,87.78,0,23.03,NW,0.35
TA00216,Makerere Synoptic,2019-03-09 21:00:00,80,0,87.75,0,23.27,SW,0.45
TA00216,Makerere Synoptic,2019-03-09 22:00:00,84,0,87.71,0,23.15,SW,0.34
TA00216,Makerere Synoptic,2019-03-09 23:00:00,85,0,87.66,0,23.1,SW,0.24
TA00216,Makerere Synoptic,2019-03-10 00:00:00,86,0,87.65,0,23,NE,0.24
TA00216,Makerere Synoptic,2019-03-10 01:00:00,90,0,87.68,0,22.46,NE,0.2
TA00216,Makerere Synoptic,2019-03-10 02:00:00,93,0,87.73,0,21.61,NE,0.17
TA00216,Makerere Synoptic,2019-03-10 03:00:00,95,0,87.78,0.17,21.21,S,0.27
TA00216,Makerere Synoptic,2019-03-10 04:00:00,95,0,87.77,24.13,21.43,E,0.25
TA00216,Makerere Synoptic,2019-03-10 05:00:00,87,0,87.78,239.83,23.94,S,0.82
TA00216,Makerere Synoptic,2019-03-10 06:00:00,68,0,87.86,433.52,26.28,S,0.92
TA00216,Makerere Synoptic,2019-03-10 07:00:00,63,0,87.88,602.18,27.1,S,1
TA00216,Makerere Synoptic,2019-03-10 08:00:00,65,0,87.87,691.28,27.34,SW,0.99
TA00216,Makerere Synoptic,2019-03-10 09:00:00,66,0,87.83,993.9,27.59,S,1.09
TA00216,Makerere Synoptic,2019-03-10 10:00:00,64,0,87.75,991.53,27.34,SW,1.06
TA00216,Makerere Synoptic,2019-03-10 11:00:00,57,0,87.67,824.83,28.13,SW,0.94
TA00216,Makerere Synoptic,2019-03-10 12:00:00,53,0,87.6,795.88,28.37,W,1.1
TA00216,Makerere Synoptic,2019-03-10 13:00:00,49,0,87.56,549.63,28.55,W,0.89
TA00216,Makerere Synoptic,2019-03-10 14:00:00,53,0,87.54,324.38,28.12,S,0.76
TA00216,Makerere Synoptic,2019-03-10 15:00:00,55,0,87.56,71.13,26.68,SW,0.61
TA00216,Makerere Synoptic,2019-03-10 16:00:00,65,0,87.63,0.82,24.67,W,0.59
TA00216,Makerere Synoptic,2019-03-10 17:00:00,75,0,87.67,0,23.6,S,0.64
TA00216,Makerere Synoptic,2019-03-10 18:00:00,77,0,87.71,0,22.99,S,0.46
TA00216,Makerere Synoptic,2019-03-10 19:00:00,79,0,87.78,0,22.77,S,0.58
TA00216,Makerere Synoptic,2019-03-10 20:00:00,82,0,87.82,0,22.62,E,0.52
TA00216,Makerere Synoptic,2019-03-10 21:00:00,83,0,87.8,0,22.13,S,0.31
TA00216,Makerere Synoptic,2019-03-10 22:00:00,87,0,87.78,0,21.81,SW,0.25
TA00216,Makerere Synoptic,2019-03-10 23:00:00,89,0,87.76,0,21.56,E,0.27
TA00216,Makerere Synoptic,2019-03-11 00:00:00,89,0,87.73,0,21.48,NE,0.27
TA00216,Makerere Synoptic,2019-03-11 01:00:00,89,0,87.72,0,20.8,SE,0.27
TA00216,Makerere Synoptic,2019-03-11 02:00:00,90,0,87.77,0,20.63,N,0.46
TA00216,Makerere Synoptic,2019-03-11 03:00:00,90,0,87.81,0.18,20.93,E,0.87
TA00216,Makerere Synoptic,2019-03-11 04:00:00,87,0,87.88,43.1,21.08,NE,0.43
TA00216,Makerere Synoptic,2019-03-11 05:00:00,82,0,87.92,190.55,22.83,NE,0.62
TA00216,Makerere Synoptic,2019-03-11 06:00:00,79,0,87.95,254.78,23.34,NE,0.64
TA00216,Makerere Synoptic,2019-03-11 07:00:00,78,0,87.97,332.23,24.15,N,0.73
TA00216,Makerere Synoptic,2019-03-11 08:00:00,71,0,87.91,836.97,26.07,N,0.77
TA00216,Makerere Synoptic,2019-03-11 09:00:00,56,0,87.83,631.7,27.48,W,0.74
TA00216,Makerere Synoptic,2019-03-11 10:00:00,52,0,87.73,602.65,27.9,SW,0.63
TA00216,Makerere Synoptic,2019-03-11 11:00:00,49,0,87.64,476.83,28.41,N,0.5
TA00216,Makerere Synoptic,2019-03-11 12:00:00,45,0,87.55,667.62,29.34,SW,0.94
TA00216,Makerere Synoptic,2019-03-11 13:00:00,49,0,87.5,525.28,28.69,S,1.09
TA00216,Makerere Synoptic,2019-03-11 14:00:00,52,0,87.51,305.62,27.42,S,1.19
TA00216,Makerere Synoptic,2019-03-11 15:00:00,59,0,87.52,75.15,26.14,S,0.83
TA00216,Makerere Synoptic,2019-03-11 16:00:00,66,0,87.58,0.83,24.62,SW,0.54
TA00216,Makerere Synoptic,2019-03-11 17:00:00,73,0,87.62,0,23.5,NW,0.27
TA00216,Makerere Synoptic,2019-03-11 18:00:00,78,0,87.64,0,22.68,NW,0.3
TA00216,Makerere Synoptic,2019-03-11 19:00:00,80,0,87.71,0,22.31,W,0.32
TA00216,Makerere Synoptic,2019-03-11 20:00:00,82,0,87.72,0,21.99,NW,0.32
TA00216,Makerere Synoptic,2019-03-11 21:00:00,86,0,87.71,0,21.41,W,0.28
TA00216,Makerere Synoptic,2019-03-11 22:00:00,88,0,87.69,0,21.49,NW,0.27
TA00216,Makerere Synoptic,2019-03-11 23:00:00,90,0,87.67,0,21.3,W,0.24
TA00216,Makerere Synoptic,2019-03-12 00:00:00,91,0,87.63,0,21.31,NW,0.3
TA00216,Makerere Synoptic,2019-03-12 01:00:00,92,0,87.64,0,20.98,NW,0.25
TA00216,Makerere Synoptic,2019-03-12 02:00:00,94,0,87.65,0,20.89,NW,0.38
TA00216,Makerere Synoptic,2019-03-12 03:00:00,95,0.02,87.69,0.1,20.62,NW,0.27
TA00216,Makerere Synoptic,2019-03-12 04:00:00,97,0.03,87.73,25.8,20.54,N,0.42
TA00216,Makerere Synoptic,2019-03-12 05:00:00,95,0.02,87.81,237.37,22.58,NE,0.56
TA00216,Makerere Synoptic,2019-03-12 06:00:00,80,0,87.84,480.85,25.67,SW,0.69
TA00216,Makerere Synoptic,2019-03-12 07:00:00,63,0,87.85,615.42,27.49,S,0.96
TA00216,Makerere Synoptic,2019-03-12 08:00:00,62,0,87.86,663.5,27.55,S,1.05
TA00216,Makerere Synoptic,2019-03-12 09:00:00,61,0,87.79,868.77,28.19,S,1.01
TA00216,Makerere Synoptic,2019-03-12 10:00:00,61,0,87.69,943.3,28.3,S,1.26
TA00216,Makerere Synoptic,2019-03-12 11:00:00,53,0,87.58,929.42,28.86,S,1.18
TA00216,Makerere Synoptic,2019-03-12 12:00:00,52,0,87.52,532.07,28.8,S,1.04
TA00216,Makerere Synoptic,2019-03-12 13:00:00,55,0,87.48,552.12,28.51,S,1.26
TA00216,Makerere Synoptic,2019-03-12 14:00:00,56,0,87.48,314.7,28.1,SW,0.99
TA00216,Makerere Synoptic,2019-03-12 15:00:00,59,0,87.48,76.58,26.97,S,0.7
TA00216,Makerere Synoptic,2019-03-12 16:00:00,65,0,87.54,0.72,25.13,W,0.4
TA00216,Makerere Synoptic,2019-03-12 17:00:00,69,0,87.56,0,24.24,W,0.32
TA00216,Makerere Synoptic,2019-03-12 18:00:00,74,0,87.6,0,23.76,NW,0.33
TA00216,Makerere Synoptic,2019-03-12 19:00:00,77,0,87.61,0,23.31,NW,0.37
TA00216,Makerere Synoptic,2019-03-12 20:00:00,78,0,87.65,0,22.9,W,0.28
TA00216,Makerere Synoptic,2019-03-12 21:00:00,80,0,87.66,0,22.7,W,0.25
TA00216,Makerere Synoptic,2019-03-12 22:00:00,84,0,87.63,0,22.44,NW,0.28
TA00216,Makerere Synoptic,2019-03-12 23:00:00,87,0,87.65,0,22.17,NW,0.28
TA00216,Makerere Synoptic,2019-03-13 00:00:00,90,0,87.66,0,21.68,N,0.17
TA00216,Makerere Synoptic,2019-03-13 01:00:00,91,0,87.69,0,21.39,NE,0.77
TA00216,Makerere Synoptic,2019-03-13 02:00:00,91,0,87.68,0,21.1,E,0.56
TA00216,Makerere Synoptic,2019-03-13 03:00:00,86,0,87.71,1.87,20.79,SW,0.76
TA00216,Makerere Synoptic,2019-03-13 04:00:00,80,0,87.84,44.47,20.65,SW,0.7
TA00216,Makerere Synoptic,2019-03-13 05:00:00,84,0,87.92,185.2,21.02,NW,0.72
TA00216,Makerere Synoptic,2019-03-13 06:00:00,74,0,87.94,453.27,23.48,W,0.76
TA00216,Makerere Synoptic,2019-03-13 07:00:00,63,0,87.94,695.03,25.89,SW,0.93
TA00216,Makerere Synoptic,2019-03-13 08:00:00,58,0,87.91,874.08,26.8,W,1.17
TA00216,Makerere Synoptic,2019-03-13 09:00:00,57,0,87.88,971.98,27.11,W,1.19
TA00216,Makerere Synoptic,2019-03-13 10:00:00,56,0,87.82,928.15,27.46,NW,1.23
TA00216,Makerere Synoptic,2019-03-13 11:00:00,56,0,87.72,922,27.88,NW,1.2
TA00216,Makerere Synoptic,2019-03-13 12:00:00,54,0,87.65,761.67,27.93,W,1.09
TA00216,Makerere Synoptic,2019-03-13 13:00:00,52,0,87.59,550.03,27.78,NW,1.05
TA00216,Makerere Synoptic,2019-03-13 14:00:00,54,0,87.54,302.7,27.24,SW,0.91
TA00216,Makerere Synoptic,2019-03-13 15:00:00,55,0,87.56,77.8,25.83,W,0.86
TA00216,Makerere Synoptic,2019-03-13 16:00:00,64,0,87.56,1.28,24.17,SW,0.74
TA00216,Makerere Synoptic,2019-03-13 17:00:00,71,0,87.59,0,23.36,SW,0.55
TA00216,Makerere Synoptic,2019-03-13 18:00:00,72,0,87.61,0,23.01,SW,0.43
TA00216,Makerere Synoptic,2019-03-13 19:00:00,76,0,87.67,0,22.43,E,0.35
TA00216,Makerere Synoptic,2019-03-13 20:00:00,78,0,87.72,0,22,S,0.38
TA00216,Makerere Synoptic,2019-03-13 21:00:00,76,0,87.73,0,22.62,S,0.36
TA00216,Makerere Synoptic,2019-03-13 22:00:00,76,0,87.69,0,22.92,SW,0.27
TA00216,Makerere Synoptic,2019-03-13 23:00:00,78,0,87.66,0,22.92,SW,0.3
TA00216,Makerere Synoptic,2019-03-14 00:00:00,81,0,87.62,0,22.15,S,0.43
TA00216,Makerere Synoptic,2019-03-14 01:00:00,83,0,87.65,0,21.45,E,0.7
TA00216,Makerere Synoptic,2019-03-14 02:00:00,84,0,87.71,0,20.95,NE,0.69
TA00216,Makerere Synoptic,2019-03-14 03:00:00,81,0,87.8,0.15,21.36,NE,0.51
TA00216,Makerere Synoptic,2019-03-14 04:00:00,79,0,87.81,36.42,21.42,E,0.77
TA00216,Makerere Synoptic,2019-03-14 05:00:00,73,0,87.86,249.38,22.98,NE,0.78
TA00216,Makerere Synoptic,2019-03-14 06:00:00,64,0,87.9,510.98,25.01,N,0.78
TA00216,Makerere Synoptic,2019-03-14 07:00:00,62,0,87.9,767.85,26.1,NE,1.03
TA00216,Makerere Synoptic,2019-03-14 08:00:00,57,0,87.86,992.05,27,N,1
TA00216,Makerere Synoptic,2019-03-14 09:00:00,55,0,87.82,1057.28,27.6,W,1.01
TA00216,Makerere Synoptic,2019-03-14 10:00:00,56,0,87.74,682.78,27.51,NW,1.01
TA00216,Makerere Synoptic,2019-03-14 11:00:00,58,0,87.63,491.28,27.32,SW,0.96
TA00216,Makerere Synoptic,2019-03-14 12:00:00,54,0,87.55,726.82,28.12,S,1.12
TA00216,Makerere Synoptic,2019-03-14 13:00:00,56,0,87.5,549.05,28.23,S,1
TA00216,Makerere Synoptic,2019-03-14 14:00:00,60,0,87.49,300.63,27.21,SW,1
TA00216,Makerere Synoptic,2019-03-14 15:00:00,67,0,87.51,71.43,25.56,SW,0.78
TA00216,Makerere Synoptic,2019-03-14 16:00:00,77,0,87.57,0.67,23.8,NW,0.6
TA00216,Makerere Synoptic,2019-03-14 17:00:00,81,0,87.61,0,23.1,W,0.46
TA00216,Makerere Synoptic,2019-03-14 18:00:00,82,0,87.63,0,23.24,N,0.53
TA00216,Makerere Synoptic,2019-03-14 19:00:00,84,0,87.65,0,22.65,N,0.54
TA00216,Makerere Synoptic,2019-03-14 20:00:00,86,0,87.7,0,22.12,W,0.4
TA00216,Makerere Synoptic,2019-03-14 21:00:00,87,0,87.69,0,21.82,NW,0.28
TA00216,Makerere Synoptic,2019-03-14 22:00:00,88,0,87.65,0,21.79,NE,0.38
TA00216,Makerere Synoptic,2019-03-14 23:00:00,91,0,87.6,0,21.06,NW,0.28
TA00216,Makerere Synoptic,2019-03-15 00:00:00,92,0,87.58,0,20.89,NW,0.28
TA00216,Makerere Synoptic,2019-03-15 01:00:00,93,0,87.57,0,20.66,NW,0.28
TA00216,Makerere Synoptic,2019-03-15 02:00:00,93,0,87.61,0,20.92,W,0.3
TA00216,Makerere Synoptic,2019-03-15 03:00:00,94,0,87.64,0.57,20.85,W,0.47
TA00216,Makerere Synoptic,2019-03-15 04:00:00,85,0,87.7,35.43,20.88,NW,0.54
TA00216,Makerere Synoptic,2019-03-15 05:00:00,83,0,87.75,225.05,22.61,S,0.8
TA00216,Makerere Synoptic,2019-03-15 06:00:00,68,0,87.77,493.42,25.24,S,0.85
TA00216,Makerere Synoptic,2019-03-15 07:00:00,61,0,87.78,711.22,26.68,S,0.94
TA00216,Makerere Synoptic,2019-03-15 08:00:00,57,0,87.76,882.73,27.59,S,1.13
TA00216,Makerere Synoptic,2019-03-15 09:00:00,56,0,87.71,821.02,27.77,S,1.05
TA00216,Makerere Synoptic,2019-03-15 10:00:00,53,0,87.63,1003.7,28.46,S,1.17
TA00216,Makerere Synoptic,2019-03-15 11:00:00,51,0,87.54,863.03,28.87,S,1.13
TA00216,Makerere Synoptic,2019-03-15 12:00:00,52,0,87.47,721.87,28.86,S,1.1
TA00216,Makerere Synoptic,2019-03-15 13:00:00,51,0,87.43,530.68,28.78,S,1.07
TA00216,Makerere Synoptic,2019-03-15 14:00:00,52,0,87.41,297.18,28.17,S,0.95
TA00216,Makerere Synoptic,2019-03-15 15:00:00,57,0,87.42,79.08,26.78,SW,0.82
TA00216,Makerere Synoptic,2019-03-15 16:00:00,65,0,87.45,1.12,24.91,SW,0.59
TA00216,Makerere Synoptic,2019-03-15 17:00:00,70,0,87.47,0,24.04,W,0.52
TA00216,Makerere Synoptic,2019-03-15 18:00:00,74,0,87.51,0,23.77,W,0.5
TA00216,Makerere Synoptic,2019-03-15 19:00:00,78,0,87.54,0,23.6,W,0.46
TA00216,Makerere Synoptic,2019-03-15 20:00:00,80,0,87.57,0,22.86,W,0.26
TA00216,Makerere Synoptic,2019-03-15 21:00:00,80,0,87.58,0,22.67,E,0.46
TA00216,Makerere Synoptic,2019-03-15 22:00:00,82,0,87.56,0,21.76,N,0.37
TA00216,Makerere Synoptic,2019-03-15 23:00:00,83,0,87.53,0,21.26,S,0.33
TA00216,Makerere Synoptic,2019-03-16 00:00:00,86,0,87.53,0,21.14,S,0.49
TA00216,Makerere Synoptic,2019-03-16 01:00:00,90,0,87.54,0,20.76,NE,0.26
TA00216,Makerere Synoptic,2019-03-16 02:00:00,91,0,87.6,0,20.7,N,0.46
TA00216,Makerere Synoptic,2019-03-16 03:00:00,90,0,87.65,0.07,20.79,N,0.68
TA00216,Makerere Synoptic,2019-03-16 04:00:00,89,0,87.71,28.58,20.99,NW,0.46
TA00216,Makerere Synoptic,2019-03-16 05:00:00,86,0,87.78,229.73,22.76,NE,0.67
TA00216,Makerere Synoptic,2019-03-16 06:00:00,78,0,87.83,372.85,25.12,NE,0.82
TA00216,Makerere Synoptic,2019-03-16 07:00:00,62,0,87.86,520.62,27.36,S,0.76
TA00216,Makerere Synoptic,2019-03-16 08:00:00,58,0,87.8,832.28,28.75,S,0.99
TA00216,Makerere Synoptic,2019-03-16 09:00:00,58,0,87.72,907.37,28.98,S,1
TA00216,Makerere Synoptic,2019-03-16 10:00:00,57,0,87.61,1000.82,29.51,S,1.2
TA00216,Makerere Synoptic,2019-03-16 11:00:00,55,0,87.49,861.08,29.68,S,1.28
TA00216,Makerere Synoptic,2019-03-16 12:00:00,53,0,87.42,787.03,29.87,S,1.15
TA00216,Makerere Synoptic,2019-03-16 13:00:00,54,0,87.36,462.27,29.6,SE,0.97
TA00216,Makerere Synoptic,2019-03-16 14:00:00,54,0,87.34,218.98,28.96,SW,0.87
TA00216,Makerere Synoptic,2019-03-16 15:00:00,57,0,87.36,59.48,27.71,S,0.62
TA00216,Makerere Synoptic,2019-03-16 16:00:00,67,0,87.4,0.48,25.9,SW,0.54
TA00216,Makerere Synoptic,2019-03-16 17:00:00,74,0,87.45,0,24.94,S,0.55
TA00216,Makerere Synoptic,2019-03-16 18:00:00,76,0,87.5,0,24.26,N,0.55
TA00216,Makerere Synoptic,2019-03-16 19:00:00,79,0,87.55,0,23.3,N,0.41
TA00216,Makerere Synoptic,2019-03-16 20:00:00,78,0,87.63,0,23.11,E,0.93
TA00216,Makerere Synoptic,2019-03-16 21:00:00,72,0,87.59,0,22.88,E,0.52
TA00216,Makerere Synoptic,2019-03-16 22:00:00,71,0,87.53,0,22.86,E,0.84
TA00216,Makerere Synoptic,2019-03-16 23:00:00,73,0,87.54,0,22.18,E,0.32
TA00216,Makerere Synoptic,2019-03-17 00:00:00,74,0,87.56,0,21.87,NE,0.41
TA00216,Makerere Synoptic,2019-03-17 01:00:00,72,0,87.57,0,22.14,NE,0.63
TA00216,Makerere Synoptic,2019-03-17 02:00:00,71,0,87.62,0,21.76,E,0.47
TA00216,Makerere Synoptic,2019-03-17 03:00:00,72,0,87.66,0.43,21.73,NE,1.19
TA00216,Makerere Synoptic,2019-03-17 04:00:00,74,0,87.72,38.47,21.51,NE,1.48
TA00216,Makerere Synoptic,2019-03-17 05:00:00,72,0,87.8,247.08,22.7,NE,1.24
TA00216,Makerere Synoptic,2019-03-17 06:00:00,65,0,87.86,490.58,25.27,E,1.03
TA00216,Makerere Synoptic,2019-03-17 07:00:00,56,0,87.89,709.75,27.28,SE,1.06
TA00216,Makerere Synoptic,2019-03-17 08:00:00,52,0,87.86,703.53,28.15,E,0.98
TA00216,Makerere Synoptic,2019-03-17 09:00:00,49,0,87.79,772.72,28.93,NE,0.84
TA00216,Makerere Synoptic,2019-03-17 10:00:00,52,0,87.68,471.88,29.08,S,0.76
TA00216,Makerere Synoptic,2019-03-17 11:00:00,54,0,87.54,658.77,29.31,S,1.05
TA00216,Makerere Synoptic,2019-03-17 12:00:00,60,0,87.5,415.03,27.32,S,1.3
TA00216,Makerere Synoptic,2019-03-17 13:00:00,53,0,87.44,531.6,28.44,S,0.94
TA00216,Makerere Synoptic,2019-03-17 14:00:00,56,0,87.39,303.27,28.23,S,0.99
TA00216,Makerere Synoptic,2019-03-17 15:00:00,55,0,87.43,95.53,27.76,S,0.61
TA00216,Makerere Synoptic,2019-03-17 16:00:00,62,0,87.55,0.2,26.25,NE,0.38
TA00216,Makerere Synoptic,2019-03-17 17:00:00,69,0,87.56,0,25.02,SW,0.35
TA00216,Makerere Synoptic,2019-03-17 18:00:00,72,0,87.59,0,23.97,W,0.29
TA00216,Makerere Synoptic,2019-03-17 19:00:00,75,0,87.63,0,23.66,W,0.39
TA00216,Makerere Synoptic,2019-03-17 20:00:00,79,0,87.68,0,23.65,NW,0.4
TA00216,Makerere Synoptic,2019-03-17 21:00:00,83,0,87.72,0,23.05,E,0.71
TA00216,Makerere Synoptic,2019-03-17 22:00:00,87,0,87.7,0,22.16,SE,0.61
TA00216,Makerere Synoptic,2019-03-17 23:00:00,86,0,87.64,0,21.43,SE,0.27
TA00216,Makerere Synoptic,2019-03-18 00:00:00,83,0,87.61,0,20.8,E,0.19
TA00216,Makerere Synoptic,2019-03-18 01:00:00,81,0,87.61,0,20.49,N,0.2
