site,name,dateTimeUTC,humidity (%),precipitation (mm),pressure (kPa),radiation (W/m2),temperature (oC),winddirection,windspeed (m/s)
TA00216,Makerere Synoptic,2019-03-29 18:00:00,84,0,87.64,0,22.92,N,0.52
TA00216,Makerere Synoptic,2019-03-29 19:00:00,85,0,87.69,0,22.39,NW,0.41
TA00216,Makerere Synoptic,2019-03-29 20:00:00,86,0,87.7,0,21.81,NW,0.32
TA00216,Makerere Synoptic,2019-03-29 21:00:00,84,0,87.68,0,21.89,W,0.3
TA00216,Makerere Synoptic,2019-03-29 22:00:00,85,0,87.64,0,22.19,NW,0.32
TA00216,Makerere Synoptic,2019-03-29 23:00:00,89,0,87.62,0,21.58,NE,1.01
TA00216,Makerere Synoptic,2019-03-30 00:00:00,90,0,87.61,0,21.17,NE,0.4
TA00216,Makerere Synoptic,2019-03-30 01:00:00,89,0,87.64,0,21.41,W,0.39
TA00216,Makerere Synoptic,2019-03-30 02:00:00,90,0,87.67,0,20.95,W,0.23
TA00216,Makerere Synoptic,2019-03-30 03:00:00,92,0,87.71,0.15,20.83,NW,0.21
TA00216,Makerere Synoptic,2019-03-30 04:00:00,94,0,87.75,19.37,20.83,N,0.2
TA00216,Makerere Synoptic,2019-03-30 05:00:00,92,0,87.86,44.12,22.18,W,0.2
TA00216,Makerere Synoptic,2019-03-30 06:00:00,87,0,87.91,149.67,22.58,S,0.75
TA00216,Makerere Synoptic,2019-03-30 07:00:00,79,0,87.96,247.03,23.56,SE,0.77
TA00216,Makerere Synoptic,2019-03-30 08:00:00,77,0,87.95,438.88,24.23,S,1.09
TA00216,Makerere Synoptic,2019-03-30 09:00:00,71,0,87.87,648.18,25.77,S,1.12
TA00216,Makerere Synoptic,2019-03-30 10:00:00,65,0,87.77,913.12,27.02,S,1.24
TA00216,Makerere Synoptic,2019-03-30 11:00:00,63,0,87.61,723.2,27.21,S,1.26
TA00216,Makerere Synoptic,2019-03-30 12:00:00,63,0,87.51,477.07,26.54,S,1.21
TA00216,Makerere Synoptic,2019-03-30 13:00:00,64,0,87.51,416.82,26.32,S,1.22
TA00216,Makerere Synoptic,2019-03-30 14:00:00,62,0,87.5,261.58,26.65,S,0.85
TA00216,Makerere Synoptic,2019-03-30 15:00:00,63,0,87.57,43.77,25.2,W,0.74
TA00216,Makerere Synoptic,2019-03-30 16:00:00,69,0,87.61,0.07,23.84,SW,0.64
TA00216,Makerere Synoptic,2019-03-30 17:00:00,72,0,87.62,0,23.21,SE,0.52
TA00216,Makerere Synoptic,2019-03-30 18:00:00,75,0,87.64,0,22.74,SW,0.56
TA00216,Makerere Synoptic,2019-03-30 19:00:00,80,0,87.75,0,22.35,S,0.4
TA00216,Makerere Synoptic,2019-03-30 20:00:00,82,0,87.78,0,22.68,S,0.55
TA00216,Makerere Synoptic,2019-03-30 21:00:00,84,0,87.77,0,22.64,SW,0.56
TA00216,Makerere Synoptic,2019-03-30 22:00:00,85,0,87.71,0,22.52,NW,0.49
TA00216,Makerere Synoptic,2019-03-30 23:00:00,88,0,87.69,0,22.21,NE,0.31
TA00216,Makerere Synoptic,2019-03-31 00:00:00,89,0,87.66,0,21.73,E,0.27
TA00216,Makerere Synoptic,2019-03-31 01:00:00,89,0,87.66,0,22.04,NE,0.28
TA00216,Makerere Synoptic,2019-03-31 02:00:00,83,0,87.7,0,21.56,S,0.71
TA00216,Makerere Synoptic,2019-03-31 03:00:00,82,0,87.73,0.8,20.43,N,0.41
TA00216,Makerere Synoptic,2019-03-31 04:00:00,85,0,87.77,27.93,20.3,N,0.4
TA00216,Makerere Synoptic,2019-03-31 05:00:00,87,0,87.85,155.27,21.3,N,0.72
TA00216,Makerere Synoptic,2019-03-31 06:00:00,83,0,87.87,392.75,23.58,N,0.82
TA00216,Makerere Synoptic,2019-03-31 07:00:00,71,0,87.86,581.95,26.5,S,0.94
TA00216,Makerere Synoptic,2019-03-31 08:00:00,66,0,87.81,630.88,27.13,W,1.01
TA00216,Makerere Synoptic,2019-03-31 09:00:00,64,0,87.73,631.58,27.52,S,0.98
TA00216,Makerere Synoptic,2019-03-31 10:00:00,61,0,87.63,671.05,28.13,S,1.02
TA00216,Makerere Synoptic,2019-03-31 11:00:00,59,0,87.53,630.6,28.11,S,1.17
TA00216,Makerere Synoptic,2019-03-31 12:00:00,59,0,87.45,658.67,28.26,S,1.3
TA00216,Makerere Synoptic,2019-03-31 13:00:00,60,0,87.4,399.43,27.96,S,1.18
TA00216,Makerere Synoptic,2019-03-31 14:00:00,64,0,87.42,113.05,26.39,S,0.72
TA00216,Makerere Synoptic,2019-03-31 15:00:00,67,0,87.43,41.35,25.56,SW,0.67
TA00216,Makerere Synoptic,2019-03-31 16:00:00,73,0,87.47,0.08,24.46,SW,0.44
TA00216,Makerere Synoptic,2019-03-31 17:00:00,80,0,87.53,0,23.84,W,0.51
TA00216,Makerere Synoptic,2019-03-31 18:00:00,83,0,87.58,0,23.47,SE,0.58
TA00216,Makerere Synoptic,2019-03-31 19:00:00,83,0,87.62,0,23.1,S,0.49
TA00216,Makerere Synoptic,2019-03-31 20:00:00,81,0,87.64,0,22.77,SE,0.4
TA00216,Makerere Synoptic,2019-03-31 21:00:00,80,0,87.63,0,22.42,S,0.34
TA00216,Makerere Synoptic,2019-03-31 22:00:00,85,0,87.6,0,21.96,NW,0.24
TA00216,Makerere Synoptic,2019-03-31 23:00:00,84,0,87.57,0,22.24,N,0.29
